Fiscal Year,Budget Type,Organization Entity,Command Name,Pillar Name,District Name,Unit Name,Feature_Category,Cost Element,Cost Element Long Name,Amount,ObjectId
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,not_used,Field Services,3-Benefits,1746,EI - Civilian,1300,745
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,not_used,Field Services,3-Benefits,1764,CPP - Uniform,16000,746
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,not_used,Field Services,3-Benefits,1765,CPP - Civilian,4000,747
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,not_used,Field Services,3-Benefits,1773,OMERS - Uniform,84700,748
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,not_used,Field Services,3-Benefits,1776,OMERS - Civilian,8900,749
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,not_used,Field Services,4-Materials & Supplies,2010,Stationery and office supplies,10000,750
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,not_used,Field Services,4-Materials & Supplies,2020,Books & Magazines,200,751
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,not_used,Field Services,4-Materials & Supplies,2082,Health & Safety supplies,200,752
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,not_used,Field Services,4-Materials & Supplies,2999,Miscellaneous materials,500,753
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,not_used,Field Services,5-Equipment,3099,General equipment,27500,754
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,not_used,Field Services,6-Services,4081,Shredding services,500,755
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,Community Partners&Engagement,Community Partnerships & Engagement Unit,6-Services,4315,Civilian Police College,1700,756
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,3-Benefits,1744,EI - Uniform,296400,757
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,Community Partners&Engagement,Community Partnerships & Engagement Unit,6-Services,4316,Special Events expenses,3000,758
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,Community Partners&Engagement,Community Partnerships & Engagement Unit,6-Services,4441,Contracted services - Cable TV,1700,759
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,3-Benefits,1746,EI - Civilian,35100,760
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,Community Partners&Engagement,Community Partnerships & Engagement Unit,6-Services,4530,Rental - non-office property,15300,761
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,3-Benefits,1764,CPP - Uniform,912000,762
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,Community Partners&Engagement,Community Partnerships & Engagement Unit,6-Services,4760,Membership fees,500,763
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,3-Benefits,1765,CPP - Civilian,108000,764
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,Community Partners&Engagement,Community Partnerships & Engagement Unit,6-Services,4770,Parking expenses,1300,765
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,3-Benefits,1773,OMERS - Uniform,3022700,766
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,Community Partners&Engagement,Community Partnerships & Engagement Unit,6-Services,4815,Courier services,100,767
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,3-Benefits,1776,OMERS - Civilian,225200,768
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,Community Partners&Engagement,Community Partnerships & Engagement Unit,6-Services,4970,Services & rents - general,54300,769
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,4-Materials & Supplies,2010,Stationery and office supplies,32500,770
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,not_used,Communication Services,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,187900,771
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,4-Materials & Supplies,2020,Books & Magazines,500,772
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,not_used,Communication Services,1-Salaries,1504,Regular salaries - Uniform,6257000,773
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,4-Materials & Supplies,2080,Photo / Video supplies,2400,774
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,4-Materials & Supplies,2082,Health & Safety supplies,500,775
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,4-Materials & Supplies,2083,Fingerprint supplies,400,776
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,4-Materials & Supplies,2999,Miscellaneous materials,300,777
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,6-Services,4083,P.E.U. - towing charges,300,778
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,6-Services,4084,Public relations / promotions,1500,779
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,6-Services,4086,Translations / interpreters,500,780
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,6-Services,4140,Prisoners' meals,2400,781
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,6-Services,4255,Conferences / seminars,1800,782
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,6-Services,4312,Courses / seminars,1400,783
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,6-Services,4441,Contracted services - Cable TV,2800,784
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,6-Services,4516,Repairs - technical equipment,300,785
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,6-Services,4770,Parking expenses,200,786
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,6-Services,4815,Courier services,100,787
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,Division 43,6-Services,4970,Services & rents - general,100,788
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,96400,789
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,202600,790
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,1-Salaries,1504,Regular salaries - Uniform,250700,791
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,1-Salaries,1533,Alternate rate - Uniform,1500,792
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,1-Salaries,1551,Shift Bonus - Uniform,100,793
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,3-Benefits,1744,EI - Uniform,3900,794
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,3-Benefits,1746,EI - Civilian,1300,795
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,3-Benefits,1764,CPP - Uniform,12000,796
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,3-Benefits,1765,CPP - Civilian,4000,797
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,3-Benefits,1773,OMERS - Uniform,57400,798
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,3-Benefits,1776,OMERS - Civilian,9500,799
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,4-Materials & Supplies,2010,Stationery and office supplies,2500,800
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,West Field Command,"District 22, 23",Division 22,6-Services,4441,Contracted services - Cable TV,1500,801
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,Traffic Operations,Traffic Operations,6-Services,4441,Contracted services - Cable TV,3400,802
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,West Field Command,District 31,Division 31,1-Salaries,1534,Alternate rate - Civilian A,2900,803
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,Field Services,not_used,Field Services,6-Services,4084,Public relations / promotions,1500,804
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,West Field Command,"District 22, 23",Division 22,6-Services,4516,Repairs - technical equipment,200,805
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,West Field Command,"District 22, 23",Division 22,6-Services,4760,Membership fees,100,806
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,West Field Command,"District 22, 23",Division 22,6-Services,4770,Parking expenses,200,807
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,West Field Command,"District 22, 23",Division 22,6-Services,4815,Courier services,100,808
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,West Field Command,"District 22, 23",Division 22,6-Services,4970,Services & rents - general,200,809
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,West Field Command,"District 22, 23",Division 23,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,371400,810
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,West Field Command,"District 22, 23",Division 23,1-Salaries,1504,Regular salaries - Uniform,21301900,811
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,West Field Command,"District 22, 23",Division 23,1-Salaries,1505,Regular salaries - Civilian A,267200,812
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,West Field Command,"District 22, 23",Division 23,1-Salaries,1507,Regular salaries - Civilian C,1879100,813
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,West Field Command,"District 22, 23",Division 23,1-Salaries,1533,Alternate rate - Uniform,34100,814
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,West Field Command,District 14,Division 14,4-Materials & Supplies,2020,Books & Magazines,500,815
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,West Field Command,"District 22, 23",Division 23,1-Salaries,1534,Alternate rate - Civilian A,4100,816
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,West Field Command,"District 22, 23",Division 23,1-Salaries,1551,Shift Bonus - Uniform,64800,817
2024,Proposed Budget,1 - Toronto Police Service,Community Safety Command,West Field Command,"District 22, 23",Division 23,1-Salaries,1554,Shift Bonus - Civilian C,13100,818
